Date,Share Price,NAV,Discount
1/20/2022 ,$26.74 ,$27.63 ,-3.22%
1/19/2022 ,$27.37 ,$28.04 ,-2.39%
1/18/2022 ,$27.87 ,$28.40 ,-1.87%
1/14/2022 ,$28.68 ,$29.15 ,-1.61%
1/13/2022 ,$28.93 ,$28.93 ,0.00%
01/12/2022,$29.32 ,$29.51 ,-0.64%
01/11/2022,$29.33 ,$29.40 ,-0.24%
01/10/2022,$29.00 ,$29.08 ,-0.29%
01/07/2022,$29.16 ,$28.98 ,0.62%
01/06/2022,$29.28 ,$29.16 ,0.41%
01/05/2022,$29.50 ,$29.16 ,1.17%
01/04/2022,$30.46 ,$29.79 ,2.25%
01/03/2022,$30.83 ,$29.97 ,2.87%
12/31/2021 ,$30.65 ,$29.63 ,3.44%
12/30/2021 ,$30.46 ,$29.75 ,2.39%
12/29/2021 ,$30.49 ,$29.83 ,2.21%
12/28/2021 ,$30.15 ,$29.78 ,1.24%
12/27/2021 ,$30.19 ,$29.88 ,1.04%
12/23/2021 ,$29.79 ,$29.58 ,0.71%
12/22/2021 ,$29.47 ,$29.40 ,0.24%
12/21/2021 ,$29.15 ,$29.14 ,0.03%
12/20/2021 ,$28.77 ,$28.60 ,0.59%
12/17/2021 ,$29.27 ,$28.89 ,1.32%
12/16/2021 ,$29.31 ,$28.99 ,1.10%
12/15/2021 ,$29.83 ,$29.69 ,0.47%
12/14/2021 ,$29.72 ,$29.05 ,2.31%
12/13/2021 ,$30.30 ,$29.79 ,1.71%
12/10/2021,$30.22 ,$30.21 ,0.03%
12/09/2021,$30.54 ,$29.95 ,1.97%
12/08/2021,$30.51 ,$30.25 ,0.86%
12/07/2021,$30.14 ,$30.09 ,0.17%
12/06/2021,$29.36 ,$29.34 ,0.07%
12/03/2021,$29.33 ,$29.01 ,1.10%
12/02/2021,$29.57 ,$29.39 ,0.61%
12/01/2021,$29.69 ,$29.16 ,1.82%
11/30/2021 ,$29.97 ,$29.52 ,1.52%
11/29/2021 ,$30.14 ,$29.89 ,0.84%
11/26/2021 ,$29.77 ,$29.36 ,1.40%
11/24/2021 ,$30.29 ,$30.01 ,0.93%
11/23/2021 ,$30.24 ,$29.98 ,0.87%
11/22/2021 ,$30.31 ,$30.06 ,0.83%
11/19/2021 ,$30.46 ,$30.28 ,0.59%
11/18/2021 ,$30.43 ,$30.28 ,0.48%
11/17/2021 ,$30.40 ,$30.12 ,0.93%
11/16/2021 ,$30.55 ,$30.17 ,1.26%
11/15/2021 ,$30.47 ,$30.07 ,1.33%
11/12/2021,$30.43 ,$30.04 ,1.30%
11/11/2021,$30.33 ,$29.90 ,1.44%
11/10/2021,$30.16 ,$29.88 ,0.94%
11/09/2021,$30.45 ,$30.11 ,1.13%
11/08/2021,$30.53 ,$30.19 ,1.13%
11/05/2021,$30.50 ,$30.22 ,0.93%
11/04/2021,$30.34 ,$30.11 ,0.76%
11/03/2021,$30.11 ,$29.85 ,0.87%
11/02/2021,$30.18 ,$29.69 ,1.65%
11/01/2021,$29.96 ,$29.65 ,1.05%
10/28/2021 ,$29.93 ,$29.57 ,1.22%
10/27/2021 ,$29.64 ,$29.31 ,1.13%
10/26/2021 ,$29.67 ,$29.21 ,1.57%
10/25/2021 ,$29.48 ,$29.15 ,1.13%
10/22/2021 ,$29.37 ,$29.01 ,1.24%
10/21/2021 ,$29.34 ,$29.25 ,0.31%
10/20/2021 ,$29.49 ,$29.15 ,1.17%
10/19/2021 ,$29.59 ,$29.19 ,1.37%
10/18/2021 ,$29.49 ,$29.07 ,1.44%
10/15/2021 ,$29.10 ,$28.94 ,0.55%
10/14/2021 ,$28.90 ,$28.73 ,0.59%
10/13/2021 ,$28.50 ,$28.19 ,1.10%
10/12/2021,$28.43 ,$28.00 ,1.54%
10/11/2021,$28.57 ,$28.14 ,1.53%
